pollster,numeric_grade,state,candidate_name,party,pct,sample_size,population,methodology,national_poll,recent_poll
Praecones Analytica,2,New Hampshire,Donald Trump,REP,40.2,601,Voters,NA,0,Older
Echelon Insights,2.7,NA,Kamala Harris,DEM,47,982,Voters,Online Panel,1,Older
Echelon Insights,2.7,NA,Donald Trump,REP,49,982,Voters,Online Panel,1,Older
Echelon Insights,2.7,NA,Donald Trump,REP,48,982,Voters,Online Panel,1,Older
Echelon Insights,2.7,NA,Donald Trump,REP,43,982,Voters,Online Panel,1,Older
Echelon Insights,2.7,NA,Donald Trump,REP,49,982,Voters,Online Panel,1,Older
Echelon Insights,2.7,NA,Donald Trump,REP,48,982,Voters,Online Panel,1,Older
Echelon Insights,2.7,NA,Donald Trump,REP,50,982,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,53,2753,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,54,2169,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,46,2753,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,49,2169,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,46,2753,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,48,2169,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Kamala Harris,DEM,47,2753,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,53,2753,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Kamala Harris,DEM,46,2169,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,54,2169,Voters,Online Panel,1,Older
Quinnipiac,2.8,NA,Donald Trump,REP,48,1257,Voters,Live Phone,1,Older
Quinnipiac,2.8,NA,Donald Trump,REP,44,1257,Voters,Live Phone,1,Older
Quinnipiac,2.8,NA,Kamala Harris,DEM,47,1257,Voters,Live Phone,1,Older
Quinnipiac,2.8,NA,Donald Trump,REP,49,1257,Voters,Live Phone,1,Older
Quinnipiac,2.8,NA,Kamala Harris,DEM,41,1257,Voters,Live Phone,1,Older
Quinnipiac,2.8,NA,Donald Trump,REP,45,1257,Voters,Live Phone,1,Older
PPP,1.4,Arizona,Donald Trump,REP,45,736,Voters,IVR/Text,0,Older
PPP,1.4,Arizona,Donald Trump,REP,50,736,Voters,IVR/Text,0,Older
PPP,1.4,Arizona,Kamala Harris,DEM,40,736,Voters,IVR/Text,0,Older
PPP,1.4,Arizona,Donald Trump,REP,46,736,Voters,IVR/Text,0,Older
PPP,1.4,Arizona,Donald Trump,REP,45,736,Voters,IVR/Text,0,Older
PPP,1.4,North Carolina,Donald Trump,REP,48,573,Voters,IVR/Text,0,Older
PPP,1.4,North Carolina,Donald Trump,REP,50,573,Voters,IVR/Text,0,Older
PPP,1.4,North Carolina,Kamala Harris,DEM,44,573,Voters,IVR/Text,0,Older
PPP,1.4,North Carolina,Donald Trump,REP,48,573,Voters,IVR/Text,0,Older
PPP,1.4,North Carolina,Donald Trump,REP,45,573,Voters,IVR/Text,0,Older
PPP,1.4,Pennsylvania,Donald Trump,REP,46,624,Voters,IVR/Text,0,Older
PPP,1.4,Pennsylvania,Donald Trump,REP,49,624,Voters,IVR/Text,0,Older
PPP,1.4,Pennsylvania,Kamala Harris,DEM,43,624,Voters,IVR/Text,0,Older
PPP,1.4,Pennsylvania,Donald Trump,REP,45,624,Voters,IVR/Text,0,Older
PPP,1.4,Pennsylvania,Donald Trump,REP,43,624,Voters,IVR/Text,0,Older
PPP,1.4,Michigan,Donald Trump,REP,45,650,Voters,IVR/Text,0,Older
PPP,1.4,Michigan,Donald Trump,REP,49,650,Voters,IVR/Text,0,Older
PPP,1.4,Michigan,Kamala Harris,DEM,41,650,Voters,IVR/Text,0,Older
PPP,1.4,Michigan,Donald Trump,REP,46,650,Voters,IVR/Text,0,Older
PPP,1.4,Michigan,Donald Trump,REP,45,650,Voters,IVR/Text,0,Older
YouGov,3,NA,Donald Trump,REP,52,2241,Voters,Online Panel,1,Older
YouGov,3,NA,Kamala Harris,DEM,48,2240,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,51,2240,Voters,Online Panel,1,Older
Suffolk,2.9,Massachusetts,Donald Trump,REP,29,500,Voters,Live Phone,0,Older
Redfield & Wilton Strategies,1.8,Nevada,Donald Trump,REP,44,412,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Donald Trump,REP,45,688,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,North Carolina,Donald Trump,REP,45,461,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Arizona,Donald Trump,REP,44,454,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Florida,Donald Trump,REP,46,471,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Georgia,Donald Trump,REP,45,618,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Michigan,Donald Trump,REP,42,437,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Wisconsin,Donald Trump,REP,42,470,Voters,Online Panel,0,Older
U. Georgia SPIA,2.2,Georgia,Donald Trump,REP,48.3,1000,Voters,Live Phone,0,Older
U. Georgia SPIA,2.2,Georgia,Donald Trump,REP,45.4,1000,Voters,Live Phone,0,Older
U. Georgia SPIA,2.2,Georgia,Kamala Harris,DEM,45.9,1000,Voters,Live Phone,0,Older
U. Georgia SPIA,2.2,Georgia,Donald Trump,REP,50.5,1000,Voters,Live Phone,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,9414,Voters,Online Panel,1,Older
RMG Research,2.3,NA,Donald Trump,REP,51,2725,Voters,NA,1,Older
Trafalgar Group,0.7,Michigan,Donald Trump,REP,45.1,1091,Voters,IVR/Live Phone/Text/Online Panel/Email,0,Older
Trafalgar Group,0.7,Wisconsin,Donald Trump,REP,45.6,1087,Voters,IVR/Live Phone/Text/Online Panel/Email,0,Older
EPIC/MRA,1.9,Michigan,Donald Trump,REP,49,600,Voters,NA,0,Older
EPIC/MRA,1.9,Michigan,Donald Trump,REP,43,600,Voters,NA,0,Older
DHM Research,2.1,Washington,Donald Trump,REP,38,500,Voters,Online Panel,0,Older
DHM Research,2.1,Washington,Kamala Harris,DEM,45,500,Voters,Online Panel,0,Older
DHM Research,2.1,Washington,Donald Trump,REP,40,500,Voters,Online Panel,0,Older
DHM Research,2.1,Washington,Donald Trump,REP,38,500,Voters,Online Panel,0,Older
DHM Research,2.1,Washington,Donald Trump,REP,38,500,Voters,Online Panel,0,Older
DHM Research,2.1,Washington,Donald Trump,REP,37,500,Voters,Online Panel,0,Older
InsiderAdvantage,2,Georgia,Donald Trump,REP,47.2,800,Voters,NA,0,Older
InsiderAdvantage,2,Georgia,Kamala Harris,DEM,36.7,800,Voters,NA,0,Older
InsiderAdvantage,2,Georgia,Donald Trump,REP,47.1,800,Voters,NA,0,Older
Ipsos,2.8,NA,Donald Trump,REP,43,992,Voters,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,39,1202,Adults,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,36,1202,Adults,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,40,992,Voters,Probability Panel,1,Older
Ipsos,2.8,NA,Kamala Harris,DEM,39,1202,Adults,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,40,1202,Adults,Probability Panel,1,Older
Ipsos,2.8,NA,Kamala Harris,DEM,44,992,Voters,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,44,992,Voters,Probability Panel,1,Older
Emerson,2.9,NA,Donald Trump,REP,46.2,2000,Voters,IVR/Online Panel/Text-to-Web,1,Older
Emerson,2.9,NA,Donald Trump,REP,43.8,2000,Voters,IVR/Online Panel/Text-to-Web,1,Older
Emerson,2.9,Arizona,Donald Trump,REP,46.9,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Arizona,Donald Trump,REP,45.6,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Georgia,Donald Trump,REP,47.3,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Georgia,Donald Trump,REP,43.7,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Michigan,Donald Trump,REP,45.1,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Michigan,Donald Trump,REP,42.6,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Nevada,Donald Trump,REP,45.6,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Nevada,Donald Trump,REP,42.9,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,North Carolina,Donald Trump,REP,47.7,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,North Carolina,Donald Trump,REP,47,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,47.6,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Pennsylvania,Donald Trump,REP,45.9,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,47.6,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Wisconsin,Donald Trump,REP,45.5,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
InsiderAdvantage,2,Florida,Donald Trump,REP,49.7,800,Voters,NA,0,Older
InsiderAdvantage,2,Florida,Kamala Harris,DEM,39,800,Voters,NA,0,Older
InsiderAdvantage,2,Florida,Donald Trump,REP,49.3,800,Voters,NA,0,Older
InsiderAdvantage,2,Pennsylvania,Donald Trump,REP,49,800,Voters,NA,0,Older
InsiderAdvantage,2,Pennsylvania,Kamala Harris,DEM,40,800,Voters,NA,0,Older
InsiderAdvantage,2,Pennsylvania,Donald Trump,REP,47,800,Voters,NA,0,Older
InsiderAdvantage,2,Nevada,Donald Trump,REP,49,800,Voters,NA,0,Older
InsiderAdvantage,2,Nevada,Kamala Harris,DEM,40,800,Voters,NA,0,Older
InsiderAdvantage,2,Nevada,Donald Trump,REP,50,800,Voters,NA,0,Older
InsiderAdvantage,2,Arizona,Donald Trump,REP,49,800,Voters,NA,0,Older
InsiderAdvantage,2,Arizona,Kamala Harris,DEM,42,800,Voters,NA,0,Older
InsiderAdvantage,2,Arizona,Donald Trump,REP,48,800,Voters,NA,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,45,4000,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,43,1404,Voters,Online Panel,1,Older
YouGov,3,NA,Kamala Harris,DEM,39,1404,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,44,1404,Voters,Online Panel,1,Older
Civiqs,2.4,Pennsylvania,Donald Trump,REP,46,536,Voters,Online Panel/Online Ad,0,Older
Civiqs,2.4,Pennsylvania,Kamala Harris,DEM,44,536,Voters,Online Panel/Online Ad,0,Older
Civiqs,2.4,Pennsylvania,Donald Trump,REP,46,536,Voters,Online Panel/Online Ad,0,Older
Civiqs,2.4,Wisconsin,Donald Trump,REP,47,514,Voters,Online Panel/Online Ad,0,Older
Civiqs,2.4,Wisconsin,Kamala Harris,DEM,48,514,Voters,Online Panel/Online Ad,0,Older
Civiqs,2.4,Wisconsin,Donald Trump,REP,48,514,Voters,Online Panel/Online Ad,0,Older
Civiqs,2.4,Michigan,Donald Trump,REP,46,532,Voters,Online Panel/Online Ad,0,Older
Civiqs,2.4,Michigan,Kamala Harris,DEM,46,532,Voters,Online Panel/Online Ad,0,Older
Civiqs,2.4,Michigan,Donald Trump,REP,46,532,Voters,Online Panel/Online Ad,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,2045,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Kamala Harris,DEM,45,2045,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,46,2045,Voters,Online Panel,1,Older
Redfield & Wilton Strategies,1.8,NA,Donald Trump,REP,43,2621,Voters,Online Panel,1,Older
Emerson,2.9,Virginia,Donald Trump,REP,50.4,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Virginia,Donald Trump,REP,42.9,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Virginia,Kamala Harris,DEM,44.5,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
Emerson,2.9,Virginia,Donald Trump,REP,46.7,1000,Voters,IVR/Online Panel/Text-to-Web,0,Older
HarrisX,1.5,NA,Donald Trump,REP,51,1918,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,44,1918,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,43,1918,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Kamala Harris,DEM,48,1918,Voters,Online Panel,1,Older
HarrisX,1.5,NA,Donald Trump,REP,52,1918,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,45,4000,Voters,Online Panel,1,Older
SurveyUSA,2.8,NA,Donald Trump,REP,44,1098,Voters,Online Panel,1,Older
SurveyUSA,2.8,NA,Kamala Harris,DEM,42,1098,Voters,Online Panel,1,Older
SurveyUSA,2.8,NA,Donald Trump,REP,45,1098,Voters,Online Panel,1,Older
SurveyUSA,2.8,NA,Donald Trump,REP,45,1098,Voters,Online Panel,1,Older
SurveyUSA,2.8,NA,Donald Trump,REP,46,1098,Voters,Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,11328,Voters,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,36,2019,Adults,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,38.5,1698,Voters,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,40.8,1499,Voters,Online Panel,1,Older
Big Village,1.2,NA,Kamala Harris,DEM,29.9,2019,Adults,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,36.8,2019,Adults,Online Panel,1,Older
Big Village,1.2,NA,Kamala Harris,DEM,34.1,1698,Voters,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,39.2,1698,Voters,Online Panel,1,Older
Big Village,1.2,NA,Kamala Harris,DEM,37.3,1499,Voters,Online Panel,1,Older
Big Village,1.2,NA,Donald Trump,REP,41.6,1499,Voters,Online Panel,1,Older
MRG (Marketing Resource Group),1.8,Michigan,Donald Trump,REP,39,600,Voters,NA,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
SurveyUSA,2.8,Washington,Donald Trump,REP,36,708,Voters,Online Panel,0,Older
SurveyUSA,2.8,Washington,Kamala Harris,DEM,51,708,Voters,Online Panel,0,Older
SurveyUSA,2.8,Washington,Donald Trump,REP,36,708,Voters,Online Panel,0,Older
PPP,1.4,Wisconsin,Donald Trump,REP,46,653,Voters,IVR/Text,0,Older
PPP,1.4,Michigan,Donald Trump,REP,47,568,Voters,IVR/Text,0,Older
PPP,1.4,Michigan,Kamala Harris,DEM,46,568,Voters,IVR/Text,0,Older
PPP,1.4,Michigan,Donald Trump,REP,48,568,Voters,IVR/Text,0,Older
PPP,1.4,Michigan,Donald Trump,REP,45,568,Voters,IVR/Text,0,Older
PPP,1.4,Michigan,Donald Trump,REP,45,568,Voters,IVR/Text,0,Older
PPP,1.4,Michigan,Donald Trump,REP,48,568,Voters,IVR/Text,0,Older
PPP,1.4,Michigan,Donald Trump,REP,42,568,Voters,IVR/Text,0,Older
PPP,1.4,Michigan,Donald Trump,REP,45,568,Voters,IVR/Text,0,Older
PPP,1.4,Pennsylvania,Donald Trump,REP,47,537,Voters,IVR/Text,0,Older
PPP,1.4,Pennsylvania,Kamala Harris,DEM,45,537,Voters,IVR/Text,0,Older
PPP,1.4,Pennsylvania,Donald Trump,REP,51,537,Voters,IVR/Text,0,Older
PPP,1.4,Pennsylvania,Donald Trump,REP,50,537,Voters,IVR/Text,0,Older
PPP,1.4,Pennsylvania,Donald Trump,REP,51,537,Voters,IVR/Text,0,Older
PPP,1.4,Pennsylvania,Donald Trump,REP,50,537,Voters,IVR/Text,0,Older
PPP,1.4,Pennsylvania,Donald Trump,REP,46,537,Voters,IVR/Text,0,Older
PPP,1.4,Pennsylvania,Donald Trump,REP,50,537,Voters,IVR/Text,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
Siena/NYT,3,Virginia,Donald Trump,REP,44,661,Voters,Live Phone,0,Older
Siena/NYT,3,Virginia,Donald Trump,REP,45,661,Voters,Live Phone,0,Older
Siena/NYT,3,Virginia,Donald Trump,REP,36,661,Voters,Live Phone,0,Older
Siena/NYT,3,Virginia,Donald Trump,REP,38,661,Voters,Live Phone,0,Older
Siena/NYT,3,Virginia,Kamala Harris,DEM,48,661,Voters,Live Phone,0,Older
Siena/NYT,3,Virginia,Donald Trump,REP,44,661,Voters,Live Phone,0,Older
Siena/NYT,3,Virginia,Kamala Harris,DEM,49,661,Voters,Live Phone,0,Older
Siena/NYT,3,Virginia,Donald Trump,REP,44,661,Voters,Live Phone,0,Older
Siena/NYT,3,Virginia,Kamala Harris,DEM,41,661,Voters,Live Phone,0,Older
Siena/NYT,3,Virginia,Donald Trump,REP,38,661,Voters,Live Phone,0,Older
Siena/NYT,3,Virginia,Kamala Harris,DEM,43,661,Voters,Live Phone,0,Older
Siena/NYT,3,Virginia,Donald Trump,REP,39,661,Voters,Live Phone,0,Older
J.L. Partners,1.6,Arizona,Donald Trump,REP,46,513,Voters,NA,0,Older
PPP,1.4,Arizona,Donald Trump,REP,51,596,Voters,IVR/Text,0,Older
PPP,1.4,Arizona,Kamala Harris,DEM,44,596,Voters,IVR/Text,0,Older
PPP,1.4,Arizona,Donald Trump,REP,52,596,Voters,IVR/Text,0,Older
PPP,1.4,Arizona,Donald Trump,REP,49,596,Voters,IVR/Text,0,Older
PPP,1.4,Arizona,Donald Trump,REP,51,596,Voters,IVR/Text,0,Older
PPP,1.4,Arizona,Donald Trump,REP,49,596,Voters,IVR/Text,0,Older
PPP,1.4,Arizona,Donald Trump,REP,46,596,Voters,IVR/Text,0,Older
PPP,1.4,Arizona,Donald Trump,REP,47,596,Voters,IVR/Text,0,Older
PPP,1.4,Wisconsin,Donald Trump,REP,47,548,Voters,IVR/Text,0,Older
PPP,1.4,Wisconsin,Kamala Harris,DEM,48,548,Voters,IVR/Text,0,Older
PPP,1.4,Wisconsin,Donald Trump,REP,49,548,Voters,IVR/Text,0,Older
PPP,1.4,Wisconsin,Donald Trump,REP,46,548,Voters,IVR/Text,0,Older
PPP,1.4,Wisconsin,Donald Trump,REP,48,548,Voters,IVR/Text,0,Older
PPP,1.4,Wisconsin,Donald Trump,REP,46,548,Voters,IVR/Text,0,Older
PPP,1.4,Wisconsin,Donald Trump,REP,44,548,Voters,IVR/Text,0,Older
PPP,1.4,Wisconsin,Donald Trump,REP,47,548,Voters,IVR/Text,0,Older
Siena/NYT,3,Pennsylvania,Donald Trump,REP,48,872,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Donald Trump,REP,48,872,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Donald Trump,REP,41,872,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Donald Trump,REP,42,872,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Kamala Harris,DEM,46,872,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Donald Trump,REP,48,872,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Kamala Harris,DEM,47,872,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Donald Trump,REP,48,872,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Kamala Harris,DEM,40,872,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Donald Trump,REP,42,872,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Kamala Harris,DEM,42,872,Voters,Live Phone,0,Older
Siena/NYT,3,Pennsylvania,Donald Trump,REP,43,872,Voters,Live Phone,0,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,46,2295,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,43,2295,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Kamala Harris,DEM,44,2295,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,48,2295,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,45,2535,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,42,2535,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Kamala Harris,DEM,43,2535,Voters,Online Panel/Text-to-Web,1,Older
Noble Predictive Insights,2.4,NA,Donald Trump,REP,47,2535,Voters,Online Panel/Text-to-Web,1,Older
Marist,2.9,NA,Donald Trump,REP,48,1174,Voters,Live Phone/Online Panel,1,Older
Marist,2.9,NA,Donald Trump,REP,43,1174,Voters,Live Phone/Online Panel,1,Older
Marist,2.9,NA,Kamala Harris,DEM,50,1174,Voters,Live Phone/Online Panel,1,Older
Marist,2.9,NA,Donald Trump,REP,49,1174,Voters,Live Phone/Online Panel,1,Older
Marist,2.9,NA,Donald Trump,REP,49,1174,Voters,Live Phone/Online Panel,1,Older
Marist,2.9,NA,Donald Trump,REP,48,1174,Voters,Live Phone/Online Panel,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
Redfield & Wilton Strategies,1.8,Arizona,Donald Trump,REP,43,419,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Florida,Donald Trump,REP,45,465,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Georgia,Donald Trump,REP,46,433,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Michigan,Donald Trump,REP,42,465,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,North Carolina,Donald Trump,REP,44,420,Voters,Online Panel,0,Older
Redfield & Wilton Strategies,1.8,Pennsylvania,Donald Trump,REP,45,719,Voters,Online Panel,0,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,44,1210,Voters,Live Phone/Text-to-Web,1,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,49,1210,Voters,Live Phone/Text-to-Web,1,Older
Beacon/Shaw,2.8,NA,Kamala Harris,DEM,48,1210,Voters,Live Phone/Text-to-Web,1,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,49,1210,Voters,Live Phone/Text-to-Web,1,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,49,1210,Voters,Live Phone/Text-to-Web,1,Older
Beacon/Shaw,2.8,NA,Donald Trump,REP,48,1210,Voters,Live Phone/Text-to-Web,1,Older
North Star Opinion Research,1.1,Wisconsin,Donald Trump,REP,46,600,Voters,Live Phone,0,Older
North Star Opinion Research,1.1,Wisconsin,Donald Trump,REP,38,600,Voters,Live Phone,0,Older
North Star Opinion Research,1.1,Wisconsin,Kamala Harris,DEM,47,600,Voters,Live Phone,0,Older
North Star Opinion Research,1.1,Wisconsin,Donald Trump,REP,48,600,Voters,Live Phone,0,Older
Cygnal,2.1,Iowa,Donald Trump,REP,51.4,600,Voters,Online Panel/Text-to-Web,0,Older
YouGov,3,NA,Donald Trump,REP,43,1443,Voters,Online Panel,1,Older
YouGov,3,NA,Kamala Harris,DEM,38,1443,Voters,Online Panel,1,Older
YouGov,3,NA,Donald Trump,REP,42,1443,Voters,Online Panel,1,Older
Hart/POS,2.6,NA,Donald Trump,REP,45,800,Voters,Live Phone,1,Older
Hart/POS,2.6,NA,Donald Trump,REP,40,800,Voters,Live Phone,1,Older
Hart/POS,2.6,NA,Kamala Harris,DEM,45,800,Voters,Live Phone,1,Older
Hart/POS,2.6,NA,Donald Trump,REP,47,800,Voters,Live Phone,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,46,2041,Voters,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,43,2041,Voters,Probability Panel,1,Older
Ipsos,2.8,NA,Kamala Harris,DEM,49,2041,Voters,Probability Panel,1,Older
Ipsos,2.8,NA,Donald Trump,REP,47,2041,Voters,Probability Panel,1,Older
Redfield & Wilton Strategies,1.8,NA,Donald Trump,REP,43,1101,Voters,Online Panel,1,Older
Redfield & Wilton Strategies,1.8,NA,Kamala Harris,DEM,37,1101,Voters,Online Panel,1,Older
Redfield & Wilton Strategies,1.8,NA,Donald Trump,REP,44,1101,Voters,Online Panel,1,Older
Emerson,2.9,NA,Donald Trump,REP,50.2,1370,Voters,IVR/Online Panel/Text-to-Web,1,Older
Emerson,2.9,NA,Donald Trump,REP,43.7,1370,Voters,IVR/Online Panel/Text-to-Web,1,Older
Emerson,2.9,NA,Kamala Harris,DEM,42.8,1370,Voters,IVR/Online Panel/Text-to-Web,1,Older
Emerson,2.9,NA,Donald Trump,REP,49,1370,Voters,IVR/Online Panel/Text-to-Web,1,Older
Emerson,2.9,NA,Donald Trump,REP,48.3,1370,Voters,IVR/Online Panel/Text-to-Web,1,Older
Emerson,2.9,NA,Donald Trump,REP,47.8,1370,Voters,IVR/Online Panel/Text-to-Web,1,Older
Emerson,2.9,NA,Donald Trump,REP,48.9,1370,Voters,IVR/Online Panel/Text-to-Web,1,Older
Emerson,2.9,NA,Donald Trump,REP,48,1370,Voters,IVR/Online Panel/Text-to-Web,1,Older
Emerson,2.9,NA,Donald Trump,REP,48.3,1370,Voters,IVR/Online Panel/Text-to-Web,1,Older
Emerson,2.9,NA,Donald Trump,REP,46.9,1370,Voters,IVR/Online Panel/Text-to-Web,1,Older
Emerson,2.9,NA,Donald Trump,REP,48.6,1370,Voters,IVR/Online Panel/Text-to-Web,1,Older
Emerson,2.9,NA,Donald Trump,REP,46.3,1370,Voters,IVR/Online Panel/Text-to-Web,1,Older
Morning Consult,1.9,NA,Donald Trump,REP,44,4000,Voters,Online Panel,1,Older
Echelon Insights,2.7,Arizona,Donald Trump,REP,48,601,Voters,Online Panel,0,Older
Echelon Insights,2.7,Arizona,Donald Trump,REP,41,601,Voters,Online Panel,0,Older
Echelon Insights,2.7,Georgia,Donald Trump,REP,49,608,Voters,Online Panel,0,Older
Echelon Insights,2.7,Georgia,Donald Trump,REP,45,608,Voters,Online Panel,0,Older
Echelon Insights,2.7,Michigan,Donald Trump,REP,48,607,Voters,Online Panel,0,Older
Echelon Insights,2.7,Michigan,Donald Trump,REP,43,607,Voters,Online Panel,0,Older
Echelon Insights,2.7,North Carolina,Donald Trump,REP,47,610,Voters,Online Panel,0,Older
Echelon Insights,2.7,North Carolina,Donald Trump,REP,43,610,Voters,Online Panel,0,Older
Echelon Insights,2.7,Pennsylvania,Donald Trump,REP,47,612,Voters,Online Panel,0,Older
Echelon Insights,2.7,Pennsylvania,Donald Trump,REP,42,612,Voters,Online Panel,0,Older
